goal,a,b,label,edge_type,source,system_tag
make sure the party was a huge success,Set up the food,Head home from the store,0,reversed,reversed_edge,three_way_probe
bake some chocolate chip cookies,mix the wet ingredients,mix the dry ingredients,2,truly_parallel,proscript,three_way_probe
use social media,Download Facebook from store,Go to app store,0,reversed,reversed_edge,three_way_probe
make Kool Aid to cool down,empty the packet of kool-aid into the pitcher,fill the pitcher with water,2,truly_parallel,proscript,three_way_probe
know why religion was so controversial,talk to local authorities on the matter,read news articles about religion,2,truly_parallel,proscript,three_way_probe
find a job,Make a resume.,Search the Internet for companies hiring.,1,confirmed,confirmed_edge,three_way_probe
find a job,Drive to the interview.,Interview for the job.,1,confirmed,confirmed_edge,three_way_probe
build a swing set in their backyard,put box with parts in yard,round up tools to use,2,truly_parallel,proscript,three_way_probe
rent a cabin,plan vacation with others,go to the internet,2,truly_parallel,proscript,three_way_probe
get a skin peel at a dermatologist office,Schedule skin peel appointment,Call dermatologist's office,0,reversed,reversed_edge,three_way_probe
do a load of laundry,fold clothing and put away,put clothes in dryer and wait for clothes to dry,0,reversed,reversed_edge,three_way_probe
buy a new dress for new years eve,look up a dress,figure out which specific one to buy,1,confirmed,confirmed_edge,three_way_probe
join the tennis team,Buy tennis gear from a sporting goods store.,Find someone to play tennis with,2,truly_parallel,proscript,three_way_probe
eat some french fries,cook the french fries,pre-heat the oven,0,reversed,reversed_edge,three_way_probe
learn how to line dance,Watch other dancers,Practice the steps,1,confirmed,confirmed_edge,three_way_probe
have a pet frog,Get ready to go out,Find local pet stores,0,reversed,reversed_edge,three_way_probe
do research about dolphins,go to the local library,find local marine specialists,2,truly_parallel,proscript,three_way_probe
mow the lawn today,check that all the parts are still working,start the mower,1,confirmed,confirmed_edge,three_way_probe
make dinner for some guests,Buy the ingredients on the list.,Drive to the grocery store.,0,reversed,reversed_edge,three_way_probe
go to space,apply at NASA station as an astronaut,get certified and appointed by NASA as astronaut,1,confirmed,confirmed_edge,three_way_probe
make chicken curry,pay for all the food,drive back home,1,confirmed,confirmed_edge,three_way_probe
make chicken curry,get some fresh chicken,find the spice aisle,2,truly_parallel,proscript,three_way_probe
play with dolls,select fun dolls to play with,purchase the dolls,1,confirmed,confirmed_edge,three_way_probe
get a job delivering papers,apply to newspaper jobs,drive to job interview,1,confirmed,confirmed_edge,three_way_probe
learn to cook,Receive book in the mail,Learn from the book,1,confirmed,confirmed_edge,three_way_probe
ride an elephant,Show up to reservation,Make a reservation online,0,reversed,reversed_edge,three_way_probe
learn how to paint,drive to the crafts store,browse painting supplies,1,confirmed,confirmed_edge,three_way_probe
see the natural beauty of Maine,take time off from work,get car inspected,2,truly_parallel,proscript,three_way_probe
start a comic book,Think of an idea for a story,Decide on characters for the story,2,truly_parallel,proscript,three_way_probe
know why religion was so controversial,read news articles about religion,watch movies on religion,2,truly_parallel,proscript,three_way_probe
start a book club,Find some friends who like books.,Tell the friends to join book club.,1,confirmed,confirmed_edge,three_way_probe
take a guy on a date,Find out when to pick up,Ask someone to go out,0,reversed,reversed_edge,three_way_probe
have a taco night,pay at the cashier,drive back home,1,confirmed,confirmed_edge,three_way_probe
make dinner for some guests,Unload and unpack the groceries.,Drive home from the store.,0,reversed,reversed_edge,three_way_probe
join a dance class,find dance class that is close,drive to location of dance class,1,confirmed,confirmed_edge,three_way_probe
decided on a college soon,Tour the college.,Prepare a college resume.,1,confirmed,confirmed_edge,three_way_probe
learn to bowl,Get assigned to a lane,Rent bowling gear,0,reversed,reversed_edge,three_way_probe
start a Babysitters Club like in the books,call friends together with invitations,get permission from parents to use house,2,truly_parallel,proscript,three_way_probe
build a snowman,put on gloves,put on hat,2,truly_parallel,proscript,three_way_probe
leave the house,Check the mirror,Put on shoes,2,truly_parallel,proscript,three_way_probe
look good for a dance,Dry and style hair,Put on makeup,2,truly_parallel,proscript,three_way_probe
go on a helicopter ride,Walk to staging area for getting on helicopter,Sit inside helicopter until flight is over,1,confirmed,confirmed_edge,three_way_probe
have fresh herbs to enjoy year-round,Purchase Soil for the pot,Purchase seeds for herbs,2,truly_parallel,proscript,three_way_probe
rent a cabin,research places to rent a cabin,go to the internet,0,reversed,reversed_edge,three_way_probe
make pasta with fresh mushrooms,put two pots on the stove,turn on the stove,2,truly_parallel,proscript,three_way_probe
wake up for school,burrow under warm blankets,turn off alarm,1,confirmed,confirmed_edge,three_way_probe
teach horseback riding,Schedule a time,Put together a class,0,reversed,reversed_edge,three_way_probe
learn to whistle,Purse lips together and blow,Apply chapstick to dry lips,0,reversed,reversed_edge,three_way_probe
catch some fish for food storage for winter,Buy fishing equipment.,Search for nearby streams.,2,truly_parallel,proscript,three_way_probe
start a company,Decide on a company name,Pinpoint something the person is good at or knowledgeable about,0,reversed,reversed_edge,three_way_probe
get into gardening,cover seeds with dirt,plant seeds in lined spaced rows,0,reversed,reversed_edge,three_way_probe
take anger out on a date,Find someone single.,Find someone attractive.,2,truly_parallel,proscript,three_way_probe
make some cookies,Preheat the oven,Gather cookie ingredients,2,truly_parallel,proscript,three_way_probe
try a cup of espresso,drive to the espresso shop,find out where to get a good espresso,0,reversed,reversed_edge,three_way_probe
learn to back flip,Set the item up when upon arrival.,Order a trampoline or a foam ball pit.,0,reversed,reversed_edge,three_way_probe
get a brand new TV,look through the selection of TVs,find a salesperson to ask about the TVs,2,truly_parallel,proscript,three_way_probe
spend time outside,arrive at the exit.,move towards the exit.,0,reversed,reversed_edge,three_way_probe
take up golfing,Play some golf.,Drive to the golf course.,0,reversed,reversed_edge,three_way_probe
buy some music equipment,Add to cart and buy,Read the specifications and reviews,0,reversed,reversed_edge,three_way_probe
go to the store,grab car keys,put on shoes,2,truly_parallel,proscript,three_way_probe
learn figure drawing,Obtain blank paper,Locate an eraser,2,truly_parallel,proscript,three_way_probe
move into a new apartment,visit the apartment,find an apartment to visit,0,reversed,reversed_edge,three_way_probe
get out of town this past weekend,pack a bag of clothes,put gasoline in car,2,truly_parallel,proscript,three_way_probe
open a savings account,Get approved for an account,Fill out paperwork,0,reversed,reversed_edge,three_way_probe
learn how to line dance,Sign up for a dance class,Watch other dancers,2,truly_parallel,proscript,three_way_probe
move into a new apartment,pack up the old apartment,sign a lease,0,reversed,reversed_edge,three_way_probe
mow the lawn today,check that all the parts are still working,make sure mower has enough gas,2,truly_parallel,proscript,three_way_probe
help raise money for public television,Turn all donations over to the station,"Spend the day engaging in fundraising techniques, like phone banking",0,reversed,reversed_edge,three_way_probe
see what life was like up north,Pack up belongings into moving van,Drive up north,1,confirmed,confirmed_edge,three_way_probe
get a job delivering papers,browse craigslist for a job,create a resume,2,truly_parallel,proscript,three_way_probe
sing in the choir,show up to rehearsals for choir,audition for the choir,0,reversed,reversed_edge,three_way_probe
own a boat,Make a selection of the type of boat to purchase,Travel to a merchant who sells boats,0,reversed,reversed_edge,three_way_probe
hire a new chef,send a job offer to the best chef,pick the best chefs of the group,0,reversed,reversed_edge,three_way_probe
buy a new pair of earrings,pay for the best earrings,try on earrings,0,reversed,reversed_edge,three_way_probe
get more involved,ask questions about the child's day,join a group of other parents,2,truly_parallel,proscript,three_way_probe
start making big money,Receive an interview,Get hired in the company,1,confirmed,confirmed_edge,three_way_probe
start to eat healthy,research healthy diets,pick out a new diet,1,confirmed,confirmed_edge,three_way_probe
buy bread at the store,compare the types of bread,find the bread section,0,reversed,reversed_edge,three_way_probe
adopt a cat from the animal shelter,drive to the animal shelter,buy cat carrier,0,reversed,reversed_edge,three_way_probe
see the banana plantations,Schedule an appointment,Drive to the location,1,confirmed,confirmed_edge,three_way_probe
go to the theme park,find a parking spot,drive to the theme park,0,reversed,reversed_edge,three_way_probe
make some chicken tenders for supper,take chicken nuggets from freezer,pre-heat the oven,2,truly_parallel,proscript,three_way_probe
look good for a dance,Dry and style hair,Put on underwear,2,truly_parallel,proscript,three_way_probe
get more involved,plan activities together,ask questions about the child's day,2,truly_parallel,proscript,three_way_probe
get a dog,play with some of the dogs,get driven to an animal shelter,0,reversed,reversed_edge,three_way_probe
learn how to breakdance,Practice the moves,Find a large space to dance in,0,reversed,reversed_edge,three_way_probe
buy a book,Take the receipt from the cashier,Take the change from the cashier,2,truly_parallel,proscript,three_way_probe
camp on the island,Pack items needed,Schedule a camping trip,0,reversed,reversed_edge,three_way_probe
have a nerf gun war,pass out the nerf guns and ammo,take nerf guns out of the closet,0,reversed,reversed_edge,three_way_probe
purchase a new car,test drive cars,select car wanted,1,confirmed,confirmed_edge,three_way_probe
go to class because an oral report was due,Practice what to say,Write cue cards,0,reversed,reversed_edge,three_way_probe
make a robot,Purchase the equipment,Receive equipment through the mail,1,confirmed,confirmed_edge,three_way_probe
add a new product,Go to the back room,Clear out some space on the shelf,0,reversed,reversed_edge,three_way_probe
give back to the world,volunteer for eco friendly organizations,volunteer to get donations for social causes,2,truly_parallel,proscript,three_way_probe
get more involved,talk to the child's teachers,be on the lookout for unexplained shifts in behavior,2,truly_parallel,proscript,three_way_probe
bake some chocolate chip cookies,mix the dry ingredients,mix the wet ingredients,2,truly_parallel,proscript,three_way_probe
learn to bake a cake,Read reviews and comments.,Choose a popular video.,0,reversed,reversed_edge,three_way_probe
make some Popsicles,gather ingredients in kitchen,mix ingredients together,1,confirmed,confirmed_edge,three_way_probe
attract more customers,Determine target customer audience.,Research new marketing tactics.,1,confirmed,confirmed_edge,three_way_probe
get more involved,be on the lookout for unexplained shifts in behavior,join a group of other parents,2,truly_parallel,proscript,three_way_probe
take a nap,Lay down on couch.,Shut eyes to rest.,1,confirmed,confirmed_edge,three_way_probe
get a cheeseburger,put on clothes,decide what kind of cheeseburger to buy,2,truly_parallel,proscript,three_way_probe
go to Walmart,open the car door,sit in the driver seat,1,confirmed,confirmed_edge,three_way_probe
get their computers ready,Plug each computer in,Turn on each computer,1,confirmed,confirmed_edge,three_way_probe
test computer image recognition,open software for image recognition,upload the image,1,confirmed,confirmed_edge,three_way_probe
find cheaper tickets to the concert,return the old tickets,buy the new tickets,1,confirmed,confirmed_edge,three_way_probe
go elephant riding,get out of the car,buy the tickets,1,confirmed,confirmed_edge,three_way_probe
earn a pizza party at school,Get everyone to work together,Tell other students about the pizza party,0,reversed,reversed_edge,three_way_probe
know why religion was so controversial,ask friends and family for opinions and thoughts,use the internet to research,2,truly_parallel,proscript,three_way_probe
go on a vacation in another country,Talk with travel agent to get a package deal.,Research the country,2,truly_parallel,proscript,three_way_probe
save enough money for a new car,Count the savings in the bank account.,Save extra money from the paycheck.,0,reversed,reversed_edge,three_way_probe
know why religion was so controversial,watch movies on religion,read news articles about religion,2,truly_parallel,proscript,three_way_probe
learn an instrument,Go to local store,Decide on what instrument to play,0,reversed,reversed_edge,three_way_probe
make some cookies,Mix ingredients together into cookie dough,Scoop cookie dough onto cookie tray,1,confirmed,confirmed_edge,three_way_probe
make some cookies,Set cookie tray with parchment paper,Scoop cookie dough onto cookie tray,1,confirmed,confirmed_edge,three_way_probe
learn a new language,attended each class,wait for the next weekly class,2,truly_parallel,proscript,three_way_probe
get their computers ready,Plug each computer in,Open each computer,2,truly_parallel,proscript,three_way_probe
get away for a weekend,Drive to destination city.,Load suitcase in car.,0,reversed,reversed_edge,three_way_probe
own a dog,search for pet stores,drive to the pet store,1,confirmed,confirmed_edge,three_way_probe
participate in a chess tournament,run through possible strategies,go to the chair when name is called,1,confirmed,confirmed_edge,three_way_probe
get well fast,pay the cashier,pick up medicine,0,reversed,reversed_edge,three_way_probe
learn how to garden,Select a spot for the garden.,Plant the first garden.,1,confirmed,confirmed_edge,three_way_probe
add a new product,Put appropriate labels on the shelf for the new product,Clear out some space on the shelf,0,reversed,reversed_edge,three_way_probe
go back to school,Get list of books needed,Get list of school supplies needed,2,truly_parallel,proscript,three_way_probe
earn some cash over the summer,print the flyers,type up flyers offering to do handy work,0,reversed,reversed_edge,three_way_probe
go fishing anymore,Wait for a nice day to go fishing,Travel to the body of water with the fishing equipment,1,confirmed,confirmed_edge,three_way_probe
go in the navy,Meet with the recruiter,Set an appointment,0,reversed,reversed_edge,three_way_probe
expand their business scope,find a school that offers classes,enroll in classes,1,confirmed,confirmed_edge,three_way_probe
get a cheeseburger,decide what kind of cheeseburger to buy,put on clothes,2,truly_parallel,proscript,three_way_probe
make sure the party was a huge success,Set up the party decorations,Set up the food,2,truly_parallel,proscript,three_way_probe
learn to cook,Purchase the book,Receive book in the mail,1,confirmed,confirmed_edge,three_way_probe
write a book,Have the book published,Send to editor for suggestions and make revisions,2,truly_parallel,proscript,three_way_probe
make a cake,mix the ingredients,take out ingredients and equipment,0,reversed,reversed_edge,three_way_probe
create a video game,Learn to use an existing game engine,Program the game,1,confirmed,confirmed_edge,three_way_probe
escape from prison,Get the plans for the prison,Watch the guards to learn the schedule,2,truly_parallel,proscript,three_way_probe
take up boxing so bad,Pick gym that has boxing instructor.,Purchase needed equipment.,1,confirmed,confirmed_edge,three_way_probe
bake some chocolate chip cookies,place on tray 2 inches apart,bake in an oven,1,confirmed,confirmed_edge,three_way_probe
take a cruise,Go online with a browser,turn on computer,0,reversed,reversed_edge,three_way_probe
work at a clothing store,Create a resume,Apply for jobs at retail stores,1,confirmed,confirmed_edge,three_way_probe
talk to the new girl in school,When the time is right walk up to her.,Make a plan to approach the girl.,0,reversed,reversed_edge,three_way_probe
have a house party,Clean the house,Shop for  refreshments,2,truly_parallel,proscript,three_way_probe
drink only fresh milk,place glass and milk carton on counter,open cabinet and grab glass,0,reversed,reversed_edge,three_way_probe
get a job delivering papers,create a resume,browse craigslist for a job,2,truly_parallel,proscript,three_way_probe
get in better shape,make a list of healthy foods,write down an exercise regime,2,truly_parallel,proscript,three_way_probe
go to the store,make a list of things to buy,put on shoes,2,truly_parallel,proscript,three_way_probe
get in shape,increase time of activity as the exercise gets easier,do the activity for six months,1,confirmed,confirmed_edge,three_way_probe
make ice cream,add yoghurt and other flavorings desired,prepare blend until thick but smooth,1,confirmed,confirmed_edge,three_way_probe
take a trip to the beach,Park car at beach lot.,Drive to beach.,0,reversed,reversed_edge,three_way_probe
bench press two hundred pounds,work out with weights every other day for three months,set up weight bench in basement,0,reversed,reversed_edge,three_way_probe
throw the best Halloween party,print out invitations on festive paper,place a lighted jack-o-lantern on the porch,2,truly_parallel,proscript,three_way_probe
go back to school,Go to store and buy school supplies,Organize school supplies and books,1,confirmed,confirmed_edge,three_way_probe
eat spicy sushi,when order arrives grab chopsticks,wait for order to arrive,0,reversed,reversed_edge,three_way_probe
meet a friend,Make plans to meet,Call up friend,0,reversed,reversed_edge,three_way_probe
buy some music equipment,Specify with music equipment,Search for music equipment,0,reversed,reversed_edge,three_way_probe
buy a new pair of earrings,drive to a jewelry store,walk into the jewelry store,1,confirmed,confirmed_edge,three_way_probe
go to a party that weekend,choose an outfit,pay for the outfit,1,confirmed,confirmed_edge,three_way_probe
catch some fish for food storage for winter,Get a fishing license.,Search for nearby streams.,1,confirmed,confirmed_edge,three_way_probe
make pasta with fresh mushrooms,"buy mushrooms, pasta, and sauce",go to the store,0,reversed,reversed_edge,three_way_probe
build a snowman,decide to build a snowman,put on coat,1,confirmed,confirmed_edge,three_way_probe
play video games,Search the Internet for good games.,Find interesting games online with matching interests.,2,truly_parallel,proscript,three_way_probe
go to class because an oral report was due,Go to class,Give the report,1,confirmed,confirmed_edge,three_way_probe
buy a guitar,Try out guitars,Drive to guitar shop,0,reversed,reversed_edge,three_way_probe
throw a party,gather party supplies,set up party food and decor,1,confirmed,confirmed_edge,three_way_probe
take a nap,Shut eyes to rest.,Lay down on couch.,0,reversed,reversed_edge,three_way_probe
know why religion was so controversial,watch movies on religion,use the internet to research,2,truly_parallel,proscript,three_way_probe
write a book,Have the book published,Write the book.,0,reversed,reversed_edge,three_way_probe
make some chicken tenders for supper,pre-heat the oven,take chicken nuggets from freezer,2,truly_parallel,proscript,three_way_probe
throw the best Halloween party,hang up the scary decorations,purchase assorted scary decorations,0,reversed,reversed_edge,three_way_probe
take anger out on a date,Find someone attractive.,Find someone single.,2,truly_parallel,proscript,three_way_probe
have a taco night,cook desired meat(s),put out ingedients,0,reversed,reversed_edge,three_way_probe
buy a book,Take the receipt from the cashier,Take the book from the cashier,2,truly_parallel,proscript,three_way_probe
go to class because an oral report was due,Do research for the report,Write an outline,1,confirmed,confirmed_edge,three_way_probe
collect bacteria samples,Wear suitable left glove,Wear suitable right glove,2,truly_parallel,proscript,three_way_probe
start teaching piano lessons,create an ad,read articles on the piano,0,reversed,reversed_edge,three_way_probe
learn how to play card games,Wait for the book and cards to be delivered,Purchase a set of cards,0,reversed,reversed_edge,three_way_probe
go fishing anymore,Wait for a nice day to go fishing,Find a body of water nearby,2,truly_parallel,proscript,three_way_probe
see a movie,buy movie tickets online,decide on a movie,0,reversed,reversed_edge,three_way_probe
decided on a college soon,Drive to college.,Schedule a visit to colleges.,0,reversed,reversed_edge,three_way_probe
eat spicy sushi,order some spicy sushi,drive to sushi restaurant,0,reversed,reversed_edge,three_way_probe
take a cruise,Make reservations online,Pack a suit case for the trip,1,confirmed,confirmed_edge,three_way_probe
take a trip to the beach,Drive to beach.,Park car at beach lot.,1,confirmed,confirmed_edge,three_way_probe
start an apple orchard,purchase a long hose,purchase a shovel,2,truly_parallel,proscript,three_way_probe
try every flavor of ice cream at the shop,Enter ice cream shop,Speak to attendant,1,confirmed,confirmed_edge,three_way_probe
learn figure drawing,Locate an eraser,Find a pencil,2,truly_parallel,proscript,three_way_probe
go to the local water park,Purchase tickets to park,Get into vehicle,1,confirmed,confirmed_edge,three_way_probe
build a swing set in their backyard,round up tools to use,put box with parts in yard,2,truly_parallel,proscript,three_way_probe
leave the house,Put outside clothing on,Find keys and wallet,2,truly_parallel,proscript,three_way_probe
go on the school field trip,Put in back pack,Take back pack to school,1,confirmed,confirmed_edge,three_way_probe
play the trombone,blow musical notes through mouthpiece,hold trombone up to lips,0,reversed,reversed_edge,three_way_probe
get a brand new TV,drive to an electronics store,find a salesperson to ask about the TVs,1,confirmed,confirmed_edge,three_way_probe
go elephant riding,give the tickets for the ride,buy the tickets,0,reversed,reversed_edge,three_way_probe
start a comic book,Decide on characters for the story,Think of an idea for a story,2,truly_parallel,proscript,three_way_probe
go bike riding,put on shoes,walk out to garage,1,confirmed,confirmed_edge,three_way_probe
make a living performing,make a name performing,work for free,0,reversed,reversed_edge,three_way_probe
have a house party,Clean the house,Make a list of potential guests,2,truly_parallel,proscript,three_way_probe
have a nerf gun war,hide behind trees and buildings,shoot at anyone passing by,1,confirmed,confirmed_edge,three_way_probe
get Chinese food,Find a restaurant on a computer,Look at the menu,1,confirmed,confirmed_edge,three_way_probe
live debt free,Find a way to make extra money,"Account for every penny you're spending, daily",2,truly_parallel,proscript,three_way_probe
run a computer program,let the program start up,click the program,0,reversed,reversed_edge,three_way_probe
sail the seven seas,ask boat captain to join the crew,negotiate a fair deal,1,confirmed,confirmed_edge,three_way_probe
get more involved,ask questions about the child's day,be on the lookout for unexplained shifts in behavior,2,truly_parallel,proscript,three_way_probe
go to space,after high school go to college for bachelors,apply to join honors program,2,truly_parallel,proscript,three_way_probe
have a nerf gun war,take nerf guns out of the closet,take nerf gun ammo out of the closet,2,truly_parallel,proscript,three_way_probe
play the trombone,find trombone in the house,pick out some sheet music to play,2,truly_parallel,proscript,three_way_probe
throw a party,gather party supplies,invite guests to party,0,reversed,reversed_edge,three_way_probe
have a house party,Select music for the party,Clean the house,2,truly_parallel,proscript,three_way_probe
