goal,a,b,label,edge_type,source
buy a puppy,choose a dog,take the dog to the cashier,1,confirmed,confirmed_edge
scuba dive in caves,find a body of water,put scuba gear on,2,flexible,incomparable_pair
take fencing lessons,walk inside the fencing hall,drive to the initial appointment,0,reversed,reversed_edge
throw the best Halloween party,purchase an assortment of candies,print out invitations on festive paper,2,flexible,incomparable_pair
collect bacteria samples,Wear suitable right glove,Wear suitable left glove,2,flexible,incomparable_pair
make Kool Aid to cool down,stir the mixture of water and kool-aid,put some ice into the pitcher,1,confirmed,confirmed_edge
add a new product,Go to the back room,Put appropriate labels on the shelf for the new product,2,flexible,incomparable_pair
join the tennis team,Find someone to play tennis with,Buy tennis gear from a sporting goods store.,2,flexible,incomparable_pair
go to the local water park,Put on swim suit,Find out pricing and dates its open,2,flexible,incomparable_pair
throw a party,set up party food and decor,gather party supplies,0,reversed,reversed_edge
buy some ice cream,wait in the line,make an order,1,confirmed,confirmed_edge
try a cup of espresso,drive to the espresso shop,find out where to get a good espresso,0,reversed,reversed_edge
purchase a new car,call to arrange meeting at car dealer,research cars on line,0,reversed,reversed_edge
have a birthday party,invite people to the party,decide on a location for the party,2,flexible,incomparable_pair
learn figure drawing,Obtain blank paper,View tutorial online,0,reversed,reversed_edge
learn how to play the guitar,watch video lessons,Buy a guitar,0,reversed,reversed_edge
write a book,Prepare the work space.,Pick the topic to write about.,2,flexible,incomparable_pair
do a load of laundry,turn on washing machine and wait for cycle to finish,set the settings on the washing machine,0,reversed,reversed_edge
learn how to play poker like a professional,read poker books,log onto the internet,2,flexible,incomparable_pair
bake some chocolate cookies,put all ingredients into bowl and mix,gather all ingredients together,0,reversed,reversed_edge
learn to paint,Show up for lessons,Go to art store,2,flexible,incomparable_pair
open a checking account,fill out required paper work,wait for the bank to process the paperwork,1,confirmed,confirmed_edge
start teaching piano lessons,find a student,create an ad,0,reversed,reversed_edge
work at a ramen shop,Wait for the ramen shop to get in touch,Submit resume and cover letter to the ramen shop,0,reversed,reversed_edge
go to a party on Saturday night,park the car,knock on the front door,1,confirmed,confirmed_edge
start a Babysitters Club like in the books,put up flyers around town,get permission from parents to use house,2,flexible,incomparable_pair
go back to school,Go to store and buy school supplies,Get list of books needed,2,flexible,incomparable_pair
buy a new television,compare the prices,find the best price for a particular television,1,confirmed,confirmed_edge
play video games,Find interesting games online with matching interests.,Search the Internet for good games.,2,flexible,incomparable_pair
live debt free,Cut back spending on unnecessary items,Sell things that are unneeded or not useful,2,flexible,incomparable_pair
see a rainbow,find where the sunlight makes a prism against the drizzle,look where the clouds and sun meet,0,reversed,reversed_edge
add a new product,Go to the back room,Clear out some space on the shelf,0,reversed,reversed_edge
make some Popsicles,go to store,buy Popsicle ingredients,1,confirmed,confirmed_edge
get more involved,join a group of other parents,plan activities together,2,flexible,incomparable_pair
get in better shape,make a list of healthy foods,track fitness progress with an app,2,flexible,incomparable_pair
get well fast,pay the cashier,pick up medicine,0,reversed,reversed_edge
find a part time job,Upload a resume,Fill out applications,2,flexible,incomparable_pair
play the piano,sit down at the piano,set up the sheet music,2,flexible,incomparable_pair
start the 21 day fix program,Review books online on how to fix the problem,Figure out what needs to be fixed,0,reversed,reversed_edge
learn how to rock climb,listen to the instructor,get a partner,1,confirmed,confirmed_edge
see the banana plantations,Turn on the computer,Search the Internet for nearby plantations,1,confirmed,confirmed_edge
know why religion was so controversial,watch movies on religion,read news articles about religion,2,flexible,incomparable_pair
learn how to do a cartwheel,watch instructional videos of how to do a cartwheel,put on gym clothes,2,flexible,incomparable_pair
order shoes online,Google store that sells shoes.,Connect to browser online,0,reversed,reversed_edge
know why religion was so controversial,use the internet to research,read news articles about religion,2,flexible,incomparable_pair
go to the store,grab car keys,make a list of things to buy,2,flexible,incomparable_pair
go the hockey game,wait in line at the hockey game,present hockey game tickets,1,confirmed,confirmed_edge
pry open a frozen car door,Obtain water bottle,Obtain a crowbar,2,flexible,incomparable_pair
adopt a cat from the animal shelter,ask to look at the adoptable cats,greet and mingle with the cats,1,confirmed,confirmed_edge
do over a hundred push ups,Raise on hands and knees.,Lower to the floor.,1,confirmed,confirmed_edge
buy a new bike,ask to ride desired bike.,test ride desired bike.,1,confirmed,confirmed_edge
find a wife,visit social media sites like Facebook and Instagram,choose which woman to marry,1,confirmed,confirmed_edge
buy a skeleton,place the skeleton on the counter,take cash from pocket,1,confirmed,confirmed_edge
try making bagels,Open a web browswer,Turn on the computer,0,reversed,reversed_edge
get their computers ready,Open each computer,Turn on each computer,1,confirmed,confirmed_edge
learn to ride a bike,buy a bike,drive to store,0,reversed,reversed_edge
join the military,drive to enrollment center,look up enrollment centers,0,reversed,reversed_edge
get to the grocery store,drive to the grocery store,get the car keys,0,reversed,reversed_edge
go to space,after high school go to college for bachelors,apply to join honors program,2,flexible,incomparable_pair
make a smoothie,Put ingredients in a blender,Take the ingredients home,0,reversed,reversed_edge
learn to bake a cake,Load up Youtube on the computer.,Search for baking cakes.,1,confirmed,confirmed_edge
join the basketball team,Practice skill by performing,Turn up at tryout,1,confirmed,confirmed_edge
have a nerf gun war,hide behind trees and buildings,scatter in all directions,2,flexible,incomparable_pair
build a giant snowman,get dressed in warm clothes,Go outside in an open area,1,confirmed,confirmed_edge
learn to ride a bike,take the bike home,buy a bike,0,reversed,reversed_edge
get a cheeseburger,stand in line,order a cheeseburger,1,confirmed,confirmed_edge
get a suit for an upcoming wedding,Pick out a few suites.,Look at the different suites.,0,reversed,reversed_edge
bake some chocolate cookies,gather all ingredients together,find a large mixing bowl,2,flexible,incomparable_pair
cook Thanksgiving dinner,unwrap the turkey,preheat the oven,0,reversed,reversed_edge
learn to french braid,Go online with browser,Turn on computer,0,reversed,reversed_edge
do research about dolphins,click on links to articles about dolphins,interview specialists about dolphins,2,flexible,incomparable_pair
get out of the house,unlock top lock,Find nearest exit,0,reversed,reversed_edge
lose a few pounds over the summer,set new weight goal,develop exercise plan,1,confirmed,confirmed_edge
give up chocolate for Lent,Make a pact with family to stick to the plan.,Accomplish the goal and feel healthy,1,confirmed,confirmed_edge
get their computers ready,Plug each computer in,Turn on each computer,1,confirmed,confirmed_edge
take up golfing,Buy some equipment.,Search online for local golf courses.,2,flexible,incomparable_pair
go to the swap shop,check reviews for shops,pick out the best shop,1,confirmed,confirmed_edge
have some fun,drive to the mall,walk into the mall,1,confirmed,confirmed_edge
plant a tomato plant,Purchase tomato seedling.,Return to home.,1,confirmed,confirmed_edge
know why religion was so controversial,talk to local authorities on the matter,write down information as learned,1,confirmed,confirmed_edge
wait for a bus,Think of a destination to go to,Buy a bus pass,2,flexible,incomparable_pair
have a pet cat,Buy cat food,Go to the animal shelter,1,confirmed,confirmed_edge
throw the best Halloween party,place a lighted jack-o-lantern on the porch,hang up the scary decorations,2,flexible,incomparable_pair
go fishing anymore,Find a body of water nearby,Wait for a nice day to go fishing,2,flexible,incomparable_pair
take a guy on a date,Ask someone to go out,Find out when to pick up,1,confirmed,confirmed_edge
take up golfing,See what the operational hours are.,Search online for local golf courses.,0,reversed,reversed_edge
find a gym,Open the webpages,Contact gyms with questions,1,confirmed,confirmed_edge
go fishing anymore,Buy fishing equipment,Verify that fishing is allowed,2,flexible,incomparable_pair
teach horseback riding,Get the horses ready,Sign up people for the class,0,reversed,reversed_edge
sleep on the back porch,get into bed,turn out lights,0,reversed,reversed_edge
